user_id,segment_id,lifecycle_stage,lifecycle_day,daily_limit,notif_1_time,notif_1_template_id,notif_1_channel,notif_2_time,notif_2_template_id,notif_2_channel,notif_3_time,notif_3_template_id,notif_3_channel,notif_4_time,notif_4_template_id,notif_4_channel,notif_5_time,notif_5_template_id,notif_5_channel,notif_6_time,notif_6_template_id,notif_6_channel,notif_7_time,notif_7_template_id,notif_7_channel,notif_8_time,notif_8_template_id,notif_8_channel,notif_9_time,notif_9_template_id,notif_9_channel
US_12,S6,paid,26,4,09:25,TPL-EEF0A94D,Push,17:33,TPL-36C61B4E,In-App,18:34,TPL-36C61B4E,Push,19:35,TPL-36C61B4E,Push,,,,,,,,,,,,,,,
US_13,S3,paid,17,8,15:00,TPL-44D13B19,Push,15:22,TPL-EECB5153,Push,16:01,TPL-A3AFF246,In-App,16:10,TPL-E9BB4934,Push,16:41,TPL-A3AFF246,Push,16:57,TPL-BA43E489,Push,17:18,TPL-CEFBD7A2,Push,17:54,TPL-BA43E489,Push,,,
US_14,S6,trial,24,9,09:05,TPL-34374AEB,Push,10:48,TPL-29CE9A11,Push,11:46,TPL-5EB4D007,Push,15:04,TPL-90C29339,Push,16:33,TPL-8E1D8481,Push,17:07,TPL-B93DD7BE,In-App,18:49,TPL-34374AEB,Push,19:21,TPL-34374AEB,In-App,20:37,TPL-29CE9A11,Push
US_15,S7,churned,24,5,10:08,TPL-86DB2BAB,Email,11:51,TPL-76732567,Push,21:19,TPL-98EFCC5C,Push,22:56,TPL-480E8FCF,Push,23:32,TPL-8B099893,Push,,,,,,,,,,,,
US_16,S5,trial,29,6,06:51,TPL-0AE59B1C,Email,08:45,TPL-ED69780C,Push,13:14,TPL-0AE59B1C,Push,14:12,TPL-8602934B,In-App,18:24,TPL-C13E45BF,Push,20:33,TPL-ED69780C,Push,,,,,,,,,
US_17,S2,paid,26,6,09:25,TPL-27C7D295,Push,10:31,TPL-300D5A59,In-App,18:14,TPL-49DF5122,Push,19:48,TPL-ABEED083,In-App,21:49,TPL-79127131,Push,23:39,TPL-9B38FB4E,Push,,,,,,,,,
US_18,S4,paid,29,9,06:02,TPL-32CC4083,Email,07:19,TPL-E75F0196,Push,07:50,TPL-BF5CE227,In-App,08:37,TPL-5DA6F9EE,Push,18:34,TPL-F864461D,In-App,19:07,TPL-132210CA,Push,19:15,TPL-132210CA,In-App,20:07,TPL-E75F0196,In-App,20:34,TPL-F864461D,Push
US_19,S6,paid,3,9,09:06,TPL-EEF0A94D,Email,10:22,TPL-36C61B4E,In-App,11:01,TPL-EEF0A94D,Push,15:08,TPL-FD17E31C,Push,16:35,TPL-550DB376,Push,17:51,TPL-229EA8AA,Push,18:26,TPL-E24E54A7,Push,19:16,TPL-FD17E31C,Push,20:27,TPL-229EA8AA,Push
US_20,S7,trial,23,6,09:24,TPL-A934D65F,Email,10:15,TPL-8B2DB46D,In-App,11:50,TPL-327C19F4,Push,21:42,TPL-8B2DB46D,Push,22:11,TPL-B69312F4,Push,23:26,TPL-42E502D9,Push,,,,,,,,,
US_21,S1,paid,25,3,16:45,TPL-250D2723,Email,20:04,TPL-9F60F02C,Push,21:08,TPL-F87DB3A3,Push,,,,,,,,,,,,,,,,,,
US_22,S3,paid,28,8,15:03,TPL-AED3991A,Push,15:27,TPL-1B9D99B0,Push,15:57,TPL-351A76FF,Push,16:13,TPL-CEFBD7A2,Push,16:32,TPL-351A76FF,Push,17:06,TPL-BA43E489,Push,17:28,TPL-1B9D99B0,Push,17:34,TPL-44D13B19,Push,,,
US_23,S6,trial,11,9,09:06,TPL-3D8CC8F1,Email,10:03,TPL-5EB4D007,In-App,11:52,TPL-34374AEB,In-App,15:44,TPL-8E1D8481,Push,16:06,TPL-5EB4D007,Push,17:17,TPL-4B44DAE9,Push,18:26,TPL-A1697B7A,In-App,19:51,TPL-3D8CC8F1,Push,20:22,TPL-3D8CC8F1,Push
US_24,S4,paid,10,5,07:09,TPL-F864461D,Email,08:20,TPL-7FAC26FE,Push,18:30,TPL-E75F0196,Push,19:22,TPL-DD50AE66,In-App,20:39,TPL-DD50AE66,Push,,,,,,,,,,,,
US_25,S1,paid,24,4,17:13,TPL-59069B75,Push,18:15,TPL-F0FD76EA,In-App,22:07,TPL-59069B75,Push,23:51,TPL-F87DB3A3,Push,,,,,,,,,,,,,,,
US_26,S1,paid,13,3,15:35,TPL-0EBB1DC6,Email,19:41,TPL-250D2723,Push,22:36,TPL-250D2723,Push,,,,,,,,,,,,,,,,,,
US_27,S6,trial,10,3,10:16,TPL-5EB4D007,Push,15:09,TPL-39377A63,In-App,19:17,TPL-39377A63,Push,,,,,,,,,,,,,,,,,,
US_28,S9,churned,24,5,18:20,TPL-E4FE8AC1,Push,18:38,TPL-8C96EC27,Push,19:29,TPL-8C96EC27,Push,19:59,TPL-F27DDEFA,Push,20:31,TPL-29391B00,Push,,,,,,,,,,,,
US_29,S3,paid,8,5,15:19,TPL-E9BB4934,Email,16:00,TPL-A3AFF246,Push,16:39,TPL-BA43E489,In-App,17:17,TPL-AED3991A,Push,17:58,TPL-A3AFF246,Push,,,,,,,,,,,,
US_30,S6,paid,29,9,09:01,TPL-36C61B4E,Email,10:18,TPL-DC2BD3C4,Push,11:19,TPL-EEF0A94D,Push,15:45,TPL-8246C63B,In-App,16:10,TPL-229EA8AA,Push,17:55,TPL-550DB376,Push,18:16,TPL-36C61B4E,In-App,19:15,TPL-EEF0A94D,Push,20:44,TPL-8246C63B,Push
US_31,S4,paid,12,9,06:39,TPL-DD50AE66,Push,07:02,TPL-E75F0196,Push,07:35,TPL-224C84DD,Push,08:41,TPL-E75F0196,Push,18:18,TPL-BD44689A,Push,18:48,TPL-BD44689A,Push,19:46,TPL-224C84DD,Push,20:06,TPL-132210CA,In-App,20:59,TPL-F864461D,Push
US_32,S2,paid,4,9,09:36,TPL-5736CEC3,Email,10:16,TPL-4C850F77,Push,11:45,TPL-2FD1EA4E,Push,18:38,TPL-ABEED083,In-App,19:09,TPL-27C7D295,In-App,20:29,TPL-300D5A59,Push,21:02,TPL-79127131,In-App,22:25,TPL-2FD1EA4E,In-App,23:14,TPL-9B38FB4E,Push
US_33,S5,paid,6,3,08:17,TPL-9BE892E3,Email,13:52,TPL-4A685442,Push,20:15,TPL-D83ABE2C,Push,,,,,,,,,,,,,,,,,,
US_34,S7,inactive,11,7,09:09,TPL-FECAA28F,Email,10:13,TPL-E3B3BFB4,Push,11:28,TPL-1108B0D7,In-App,21:22,TPL-F593B0F0,Push,22:17,TPL-F593B0F0,Push,22:37,TPL-F593B0F0,Push,23:50,TPL-1108B0D7,Push,,,,,,
US_35,S5,paid,22,5,07:15,TPL-19EA73F4,Push,12:06,TPL-B5A8C0BF,In-App,14:00,TPL-B5A8C0BF,Push,19:26,TPL-3BC36FA4,In-App,19:32,TPL-D83ABE2C,Push,,,,,,,,,,,,
US_36,S2,paid,25,7,09:51,TPL-5736CEC3,Push,11:12,TPL-5736CEC3,Push,19:10,TPL-9B38FB4E,Push,19:49,TPL-ABEED083,Push,21:18,TPL-5736CEC3,Push,22:40,TPL-49DF5122,Push,23:37,TPL-2FD1EA4E,Push,,,,,,
US_37,S6,trial,8,7,10:11,TPL-39377A63,Email,10:37,TPL-34374AEB,In-App,15:37,TPL-39377A63,Push,17:49,TPL-39377A63,In-App,18:32,TPL-90C29339,Push,19:11,TPL-A1697B7A,Push,20:26,TPL-A1697B7A,Push,,,,,,
US_38,S6,paid,25,4,11:06,TPL-EEF0A94D,Push,15:48,TPL-4E8F547D,Push,19:28,TPL-229EA8AA,In-App,19:47,TPL-FD17E31C,Push,,,,,,,,,,,,,,,
US_39,S5,paid,12,5,06:39,TPL-4A685442,Push,12:28,TPL-B5A8C0BF,Push,13:53,TPL-19EA73F4,Push,18:01,TPL-B52D8466,In-App,19:36,TPL-D83ABE2C,Push,,,,,,,,,,,,
US_40,S6,trial,16,3,10:27,TPL-3D8CC8F1,Email,17:59,TPL-4B44DAE9,In-App,20:45,TPL-39377A63,Push,,,,,,,,,,,,,,,,,,
US_41,S1,paid,26,3,17:59,TPL-9F60F02C,Email,19:44,TPL-F87DB3A3,In-App,21:00,TPL-59069B75,Push,,,,,,,,,,,,,,,,,,
US_42,S7,inactive,4,9,09:29,TPL-1108B0D7,Email,10:12,TPL-FECAA28F,Push,10:30,TPL-FECAA28F,Push,11:47,TPL-FECAA28F,Push,21:27,TPL-342ECCFE,In-App,21:54,TPL-E98EE886,Push,22:18,TPL-1108B0D7,In-App,23:14,TPL-F593B0F0,Push,23:33,TPL-FECAA28F,Push
US_43,S6,trial,25,5,09:18,TPL-29CE9A11,Push,15:04,TPL-29CE9A11,In-App,16:59,TPL-90C29339,Push,18:05,TPL-B93DD7BE,Push,20:32,TPL-39377A63,Push,,,,,,,,,,,,
US_44,S6,trial,5,6,10:14,TPL-5EB4D007,Email,10:51,TPL-90C29339,Push,16:07,TPL-39377A63,In-App,17:54,TPL-8E1D8481,Push,18:20,TPL-90C29339,In-App,19:41,TPL-B93DD7BE,Push,,,,,,,,,
US_45,S9,churned,8,6,18:18,TPL-FDF51E72,Push,18:55,TPL-4A7B55E6,In-App,19:16,TPL-8C96EC27,In-App,19:58,TPL-F27DDEFA,Push,20:10,TPL-29391B00,Push,20:31,TPL-A108DDD1,Push,,,,,,,,,
US_46,S8,inactive,2,3,21:34,TPL-0CAACC08,Email,22:35,TPL-0CAACC08,In-App,23:48,TPL-90A7257B,Push,,,,,,,,,,,,,,,,,,
US_47,S7,churned,24,8,09:10,TPL-5750BC2B,Email,10:12,TPL-2AEF8900,Push,11:00,TPL-8B099893,In-App,11:40,TPL-76732567,Push,21:38,TPL-86DB2BAB,Push,22:09,TPL-F2BD6D84,Push,22:34,TPL-2AEF8900,In-App,23:22,TPL-86DB2BAB,Push,,,
US_48,S4,paid,10,3,06:27,TPL-BD44689A,Push,18:55,TPL-BD44689A,Push,20:12,TPL-132210CA,Push,,,,,,,,,,,,,,,,,,
US_49,S2,paid,7,5,09:43,TPL-ABEED083,Email,18:04,TPL-300D5A59,In-App,20:51,TPL-79127131,Push,22:06,TPL-4C850F77,Push,23:46,TPL-2FD1EA4E,Push,,,,,,,,,,,,
US_50,S2,paid,21,3,10:00,TPL-300D5A59,Push,19:54,TPL-ABEED083,Push,21:37,TPL-27C7D295,Push,,,,,,,,,,,,,,,,,,
US_51,S9,trial,25,9,18:08,TPL-1AE45DCC,Push,18:29,TPL-54831779,In-App,18:50,TPL-6D629E58,Push,19:14,TPL-ABE5A4ED,In-App,19:37,TPL-E29ABF2C,Push,19:56,TPL-80739D57,In-App,20:10,TPL-6D629E58,Push,20:22,TPL-8B2AA24C,Push,20:42,TPL-8B2AA24C,Push
US_52,S5,paid,13,6,06:26,TPL-245A5512,Email,08:30,TPL-69430B11,In-App,12:13,TPL-19EA73F4,Push,14:09,TPL-B5A8C0BF,Push,19:12,TPL-245A5512,In-App,20:12,TPL-9BE892E3,Push,,,,,,,,,
US_53,S6,trial,6,7,09:20,TPL-5EB4D007,Push,11:09,TPL-8E1D8481,Push,16:03,TPL-90C29339,Push,17:12,TPL-5EB4D007,Push,18:39,TPL-3D8CC8F1,Push,19:02,TPL-90C29339,Push,20:50,TPL-3D8CC8F1,Push,,,,,,
US_54,S7,churned,21,3,09:49,TPL-76732567,Push,21:06,TPL-86DB2BAB,Push,22:53,TPL-76732567,Push,,,,,,,,,,,,,,,,,,
US_55,S5,trial,14,7,06:06,TPL-6604D383,Email,08:24,TPL-ED69780C,In-App,13:04,TPL-6604D383,Push,14:19,TPL-BFBD90D8,Push,18:47,TPL-BBC8E312,Push,19:51,TPL-79F8A53D,Push,20:19,TPL-BFBD90D8,Push,,,,,,
US_56,S5,trial,22,9,06:59,TPL-BBC8E312,Email,07:28,TPL-8602934B,Push,08:25,TPL-8602934B,Push,12:55,TPL-6604D383,Push,13:07,TPL-8602934B,Push,14:24,TPL-79F8A53D,In-App,18:25,TPL-87103D0C,Push,19:32,TPL-87103D0C,Push,20:25,TPL-ED69780C,Push
US_57,S7,inactive,2,8,09:37,TPL-342ECCFE,Email,09:55,TPL-E98EE886,In-App,10:35,TPL-FECAA28F,Push,11:38,TPL-E98EE886,In-App,21:43,TPL-1C7CEF7C,Push,22:00,TPL-F593B0F0,In-App,22:43,TPL-E3B3BFB4,Push,23:19,TPL-1108B0D7,Push,,,
US_58,S7,inactive,9,4,09:36,TPL-1C7CEF7C,Push,11:32,TPL-342ECCFE,Push,22:28,TPL-0723C9E2,Push,23:05,TPL-3B0D71FD,Push,,,,,,,,,,,,,,,
US_59,S1,paid,4,4,17:52,TPL-F0FD76EA,Email,20:04,TPL-F0FD76EA,Push,21:07,TPL-403EDFCC,Push,23:08,TPL-0EBB1DC6,Push,,,,,,,,,,,,,,,
US_60,S5,paid,16,4,08:01,TPL-D83ABE2C,Push,14:22,TPL-3BC36FA4,In-App,18:55,TPL-B5A8C0BF,In-App,19:59,TPL-9BE892E3,Push,,,,,,,,,,,,,,,
US_61,S2,paid,9,7,10:20,TPL-05A14292,Email,11:53,TPL-5736CEC3,In-App,18:17,TPL-79127131,Push,19:33,TPL-5736CEC3,Push,21:46,TPL-ABEED083,Push,22:14,TPL-5736CEC3,Push,23:46,TPL-2FD1EA4E,Push,,,,,,
