user_id,segment_id,lifecycle_stage,lifecycle_day,daily_limit,notif_1_time,notif_1_template_id,notif_1_channel,notif_2_time,notif_2_template_id,notif_2_channel,notif_3_time,notif_3_template_id,notif_3_channel,notif_4_time,notif_4_template_id,notif_4_channel,notif_5_time,notif_5_template_id,notif_5_channel,notif_6_time,notif_6_template_id,notif_6_channel,notif_7_time,notif_7_template_id,notif_7_channel,notif_8_time,notif_8_template_id,notif_8_channel,notif_9_time,notif_9_template_id,notif_9_channel
US_21,S1,paid,13,3,18:14,TPL-403EDFCC,Email,22:22,TPL-59069B75,Push,22:32,TPL-875514AB,Push,,,,,,,,,,,,,,,,,,
US_22,S3,paid,14,8,15:13,TPL-EECB5153,Push,15:28,TPL-351A76FF,Push,15:55,TPL-D1214251,Push,16:25,TPL-CEFBD7A2,Push,16:40,TPL-A3AFF246,In-App,17:09,TPL-AED3991A,Push,17:16,TPL-44D13B19,Push,17:41,TPL-BA43E489,Push,,,
US_23,S6,trial,12,9,15:23,TPL-3D8CC8F1,Push,16:26,TPL-A1697B7A,In-App,16:33,TPL-5EB4D007,Push,17:51,TPL-B93DD7BE,In-App,18:23,TPL-90C29339,In-App,19:11,TPL-39377A63,Push,19:29,TPL-4B44DAE9,Push,20:05,TPL-29CE9A11,In-App,20:40,TPL-8E1D8481,Push
US_24,S4,paid,13,5,18:12,TPL-5DA6F9EE,Email,18:42,TPL-F864461D,Push,19:33,TPL-132210CA,In-App,20:15,TPL-224C84DD,Push,20:45,TPL-BF5CE227,Push,,,,,,,,,,,,
US_25,S1,paid,21,4,19:04,TPL-403EDFCC,Push,19:38,TPL-F87DB3A3,Push,21:14,TPL-250D2723,Push,23:35,TPL-4388A249,Push,,,,,,,,,,,,,,,
US_26,S1,paid,27,3,18:52,TPL-875514AB,Push,21:38,TPL-250D2723,Push,23:34,TPL-2371A992,Push,,,,,,,,,,,,,,,,,,
US_27,S6,trial,28,3,16:27,TPL-A1697B7A,Email,19:21,TPL-5EB4D007,In-App,20:07,TPL-29CE9A11,Push,,,,,,,,,,,,,,,,,,
US_28,S9,churned,1,2,15:16,TPL-8C96EC27,Push,20:20,TPL-E4FE8AC1,Push,,,,,,,,,,,,,,,,,,,,,
US_29,S3,paid,19,5,15:03,TPL-1B9D99B0,Push,15:46,TPL-CEFBD7A2,In-App,16:14,TPL-EECB5153,Push,17:11,TPL-BA43E489,Push,17:59,TPL-A3AFF246,Push,,,,,,,,,,,,
US_30,S6,paid,5,9,15:00,TPL-FD17E31C,Email,16:10,TPL-DC2BD3C4,Push,17:02,TPL-229EA8AA,In-App,17:47,TPL-E24E54A7,In-App,18:15,TPL-550DB376,Push,19:00,TPL-36C61B4E,Push,19:47,TPL-EEF0A94D,Push,20:10,TPL-4E8F547D,Push,20:53,TPL-EBEB8E09,Push
US_31,S4,paid,27,9,18:01,TPL-5DA6F9EE,Push,18:36,TPL-224C84DD,Push,18:47,TPL-32CC4083,In-App,19:04,TPL-BF5CE227,Push,19:34,TPL-F864461D,In-App,19:51,TPL-DD50AE66,Push,20:08,TPL-BD44689A,Push,20:38,TPL-132210CA,Push,20:51,TPL-E75F0196,Push
US_32,S2,paid,14,9,18:29,TPL-49DF5122,Push,19:02,TPL-9B38FB4E,Push,19:39,TPL-ABEED083,In-App,20:48,TPL-79127131,In-App,21:23,TPL-05A14292,Push,21:58,TPL-300D5A59,In-App,22:17,TPL-27C7D295,Push,22:59,TPL-5736CEC3,Push,23:28,TPL-2FD1EA4E,Push
US_33,S5,paid,9,3,14:06,TPL-69430B11,Push,19:22,TPL-245A5512,Push,20:08,TPL-9BE892E3,Push,,,,,,,,,,,,,,,,,,
US_34,S7,inactive,5,2,09:25,TPL-342ECCFE,Email,21:14,TPL-9DCBB941,Push,,,,,,,,,,,,,,,,,,,,,
US_35,S5,paid,7,5,12:57,TPL-69430B11,Push,14:44,TPL-245A5512,Push,18:58,TPL-B5A8C0BF,Push,19:13,TPL-4A685442,Push,20:34,TPL-9BE892E3,Push,,,,,,,,,,,,
US_36,S2,paid,18,7,18:33,TPL-5736CEC3,Email,19:33,TPL-4C850F77,In-App,20:47,TPL-27C7D295,Push,21:00,TPL-05A14292,In-App,22:21,TPL-79127131,In-App,22:46,TPL-2FD1EA4E,Push,23:27,TPL-9B38FB4E,Push,,,,,,
US_37,S6,trial,23,7,15:40,TPL-B93DD7BE,Email,16:11,TPL-39377A63,Push,17:39,TPL-4B44DAE9,Push,18:43,TPL-5EB4D007,In-App,19:10,TPL-90C29339,In-App,19:32,TPL-A1697B7A,Push,20:42,TPL-3D8CC8F1,Push,,,,,,
US_38,S6,paid,23,4,15:39,TPL-EEF0A94D,Email,17:02,TPL-36C61B4E,In-App,19:21,TPL-229EA8AA,In-App,19:51,TPL-4E8F547D,Push,,,,,,,,,,,,,,,
US_39,S5,paid,22,5,12:32,TPL-3BC36FA4,Email,13:48,TPL-69430B11,Push,18:08,TPL-4A685442,Push,19:47,TPL-4743E180,In-App,20:35,TPL-B5A8C0BF,Push,,,,,,,,,,,,
US_40,S6,trial,9,3,15:45,TPL-29CE9A11,Email,18:44,TPL-A1697B7A,Push,20:34,TPL-4B44DAE9,Push,,,,,,,,,,,,,,,,,,
US_41,S1,paid,8,3,18:18,TPL-250D2723,Email,21:45,TPL-0EBB1DC6,Push,22:49,TPL-9F60F02C,Push,,,,,,,,,,,,,,,,,,
US_42,S7,inactive,14,2,09:08,TPL-342ECCFE,Email,21:27,TPL-1C7CEF7C,Push,,,,,,,,,,,,,,,,,,,,,
US_43,S6,trial,22,5,15:40,TPL-A1697B7A,Email,17:19,TPL-3D8CC8F1,Push,18:05,TPL-90C29339,In-App,19:59,TPL-39377A63,In-App,20:07,TPL-4B44DAE9,Push,,,,,,,,,,,,
US_44,S6,trial,17,6,15:41,TPL-3D8CC8F1,Email,16:55,TPL-39377A63,Push,17:16,TPL-8E1D8481,Push,18:53,TPL-90C29339,Push,19:57,TPL-A1697B7A,In-App,20:00,TPL-B93DD7BE,Push,,,,,,,,,
US_45,S9,churned,25,2,16:07,TPL-A108DDD1,Email,18:33,TPL-4A7B55E6,Push,,,,,,,,,,,,,,,,,,,,,
US_46,S8,inactive,28,3,21:39,TPL-CD708C15,Push,22:10,TPL-C0AB5E9B,Push,23:09,TPL-7390029D,Push,,,,,,,,,,,,,,,,,,
US_47,S7,churned,18,2,11:59,TPL-480E8FCF,Push,22:31,TPL-86DB2BAB,Push,,,,,,,,,,,,,,,,,,,,,
US_48,S4,paid,27,3,18:24,TPL-F864461D,Push,19:08,TPL-BF5CE227,In-App,20:59,TPL-5DA6F9EE,Push,,,,,,,,,,,,,,,,,,
US_49,S2,paid,22,5,19:17,TPL-5736CEC3,Push,20:28,TPL-300D5A59,Push,21:50,TPL-27C7D295,In-App,22:43,TPL-79127131,Push,23:29,TPL-4C850F77,Push,,,,,,,,,,,,
US_50,S2,paid,22,3,18:09,TPL-05A14292,Push,21:32,TPL-4C850F77,Push,23:29,TPL-49DF5122,Push,,,,,,,,,,,,,,,,,,
US_51,S9,trial,18,2,16:29,TPL-E29ABF2C,Email,18:48,TPL-54831779,Push,,,,,,,,,,,,,,,,,,,,,
US_52,S5,paid,15,6,12:47,TPL-9BE892E3,Push,13:36,TPL-4A685442,Push,14:18,TPL-3BC36FA4,Push,18:20,TPL-4743E180,In-App,19:13,TPL-B5A8C0BF,Push,20:27,TPL-B52D8466,Push,,,,,,,,,
US_53,S6,trial,2,7,15:38,TPL-8E1D8481,Email,16:05,TPL-5EB4D007,In-App,17:56,TPL-29CE9A11,Push,18:04,TPL-4B44DAE9,Push,19:14,TPL-90C29339,Push,19:44,TPL-A1697B7A,Push,20:33,TPL-3D8CC8F1,Push,,,,,,
US_54,S7,churned,9,2,10:54,TPL-8B099893,Push,23:21,TPL-F2BD6D84,Push,,,,,,,,,,,,,,,,,,,,,
US_55,S5,trial,21,7,12:03,TPL-BBC8E312,Email,13:09,TPL-6604D383,In-App,14:33,TPL-87103D0C,Push,18:44,TPL-C13E45BF,Push,18:47,TPL-0AE59B1C,Push,20:00,TPL-79F8A53D,Push,20:38,TPL-8602934B,Push,,,,,,
US_56,S5,trial,11,9,12:35,TPL-87103D0C,Push,13:19,TPL-ED69780C,In-App,14:08,TPL-8602934B,Push,14:51,TPL-6604D383,Push,18:25,TPL-2DF765C2,In-App,19:05,TPL-C13E45BF,Push,19:34,TPL-BBC8E312,Push,20:22,TPL-79F8A53D,In-App,20:48,TPL-BFBD90D8,Push
US_57,S7,inactive,20,2,09:49,TPL-3B0D71FD,Email,23:19,TPL-1C7CEF7C,Push,,,,,,,,,,,,,,,,,,,,,
US_58,S7,inactive,18,2,10:48,TPL-3B0D71FD,Email,21:53,TPL-E98EE886,Push,,,,,,,,,,,,,,,,,,,,,
US_59,S1,paid,9,4,18:59,TPL-875514AB,Push,20:29,TPL-4388A249,In-App,21:54,TPL-2371A992,Push,23:01,TPL-0EBB1DC6,Push,,,,,,,,,,,,,,,
US_60,S5,paid,29,4,12:13,TPL-69430B11,Push,14:39,TPL-B5A8C0BF,Push,18:34,TPL-B52D8466,Push,19:47,TPL-19EA73F4,Push,,,,,,,,,,,,,,,
US_61,S2,paid,13,7,18:52,TPL-300D5A59,Push,19:35,TPL-05A14292,Push,20:38,TPL-27C7D295,Push,21:42,TPL-49DF5122,In-App,22:16,TPL-9B38FB4E,Push,22:37,TPL-ABEED083,Push,23:56,TPL-4C850F77,Push,,,,,,
